ID,Name,Title,Firm,Firm Type,Country,Focus,Email,Market Focus,Deal Size,Stage Focus,Source,Email_Validated,Company_Verified,LinkedIn_URL,Investment_Focus_Detailed,Last_Enriched,Enrichment_Source
385,Donald White,Principal,Perth Ventures,Stockbroker,Australia,Exploration,dwhite@perth.com.au,Junior Mining,$5M,Pre-Production,Enhanced Database,Pending,Pending,,Exploration,2026-02-27,Apify + Manual
386,Jason Garcia,Vice President - Resources,Great White Capital,Family Office,Canada,Lithium/Battery Metals,jgarcia@great.ca,Junior Mining,$22M,Exploration,Enhanced Database,Pending,Pending,,Lithium/Battery Metals,2026-02-27,Apify + Manual
387,William Martinez,Principal,Pacific Northwest Capital,Family Office,Canada,Exploration Finance,william.martinez@pacific.ca,Junior Mining,$15M,Pre-Production,Enhanced Database,Pending,Pending,,Exploration Finance,2026-02-27,Apify + Manual
388,Christopher Rodriguez,Senior Investment Manager,Yukon Ventures,Family Office,Canada,Lithium/Battery Metals,rodriguez@yukon.com,Junior Mining,$37M,Development,Enhanced Database,Pending,Pending,,Lithium/Battery Metals,2026-02-27,Apify + Manual
389,William Moore,Partner,True North Capital,Boutique Investment Bank,Canada,Copper Mining,wmoore@true.com,Junior Mining,$28M,Production,Enhanced Database,Pending,Pending,,Copper Mining,2026-02-27,Apify + Manual
390,David Campbell,Partner,Sydney Mining Partners,Stockbroker,Australia,Iron Ore,david.campbell@sydney.com,Junior Mining,$45M,Production,Enhanced Database,Pending,Pending,,Iron Ore,2026-02-27,Apify + Manual
391,Jason Young,Head of Mining,Pacific Northwest Capital,Family Office,Canada,Development Stage Mining,jason.young@pacific.com,Junior Mining,$17M,Production,Enhanced Database,Pending,Pending,,Development Stage Mining,2026-02-27,Apify + Manual
392,Robert Smith,Investment Manager,Kangaroo Ventures,Stockbroker,Australia,Iron Ore,rsmith@kangaroo.com,Junior Mining,$26M,Exploration,Enhanced Database,Pending,Pending,,Iron Ore,2026-02-27,Apify + Manual
393,Scott Thomas,Vice President - Resources,Canadian Mining Ventures,Boutique Investment Bank,Canada,Mining & Resources,thomas@canadian.com,Junior Mining,$33M,Production,Enhanced Database,Pending,Pending,,Mining & Resources,2026-02-27,Apify + Manual
394,William Williams,Portfolio Manager,Aurora Resources Fund,Boutique Investment Bank,Canada,Mining & Resources,william.williams@aurora.com,Junior Mining,$4M,Development,Enhanced Database,Pending,Pending,,Mining & Resources,2026-02-27,Apify + Manual
395,John Walker,Principal,Yukon Ventures,Boutique Investment Bank,Canada,Development Stage Mining,johnw@yukon.com,Junior Mining,$16M,Development,Enhanced Database,Pending,Pending,,Development Stage Mining,2026-02-27,Apify + Manual
396,Robert Allen,Principal,Yukon Ventures,Family Office,Canada,Exploration Finance,rallen@yukon.com,Junior Mining,$43M,Pre-Production,Enhanced Database,Pending,Pending,,Exploration Finance,2026-02-27,Apify + Manual
397,Kevin Jones,Senior Investment Manager,True North Capital,Boutique Investment Bank,Canada,Base Metals,kjones@true.ca,Junior Mining,$25M,Exploration,Enhanced Database,Pending,Pending,,Base Metals,2026-02-27,Apify + Manual
398,John Mitchell,Partner,Southern Cross Capital,Private Equity,Australia,Copper Mining,johnm@southern.com,Junior Mining,$23M,Exploration,Enhanced Database,Pending,Pending,,Copper Mining,2026-02-27,Apify + Manual
399,Timothy Smith,Principal,Great White Capital,Family Office,Canada,Lithium/Battery Metals,timothy.smith@great.ca,Junior Mining,$11M,Exploration,Enhanced Database,Pending,Pending,,Lithium/Battery Metals,2026-02-27,Apify + Manual
400,Robert Young,Investment Director,True North Capital,Family Office,Canada,Lithium/Battery Metals,robert.young@true.ca,Junior Mining,$7M,Development,Enhanced Database,Pending,Pending,,Lithium/Battery Metals,2026-02-27,Apify + Manual
401,Mark Anderson,Principal,Northern Resources Fund,Private Equity,Canada,Mining & Resources,manderson@northern.ca,Junior Mining,$47M,Production,Enhanced Database,Pending,Pending,,Mining & Resources,2026-02-27,Apify + Manual
402,Matthew Thompson,Portfolio Manager,Yukon Ventures,Boutique Investment Bank,Canada,Precious Metals,mthompson@yukon.ca,Junior Mining,$43M,Production,Enhanced Database,Pending,Pending,,Precious Metals,2026-02-27,Apify + Manual
403,Jeffrey Jones,Senior Advisor,Melbourne Resources Fund,Investment Fund,Australia,Iron Ore,jones@melbourne.com,Junior Mining,$43M,Pre-Production,Enhanced Database,Pending,Pending,,Iron Ore,2026-02-27,Apify + Manual
404,Michael Thomas,Portfolio Manager,Arctic Capital Management,Family Office,Canada,Lithium/Battery Metals,mthomas@arctic.ca,Junior Mining,$2M,Pre-Production,Enhanced Database,Pending,Pending,,Lithium/Battery Metals,2026-02-27,Apify + Manual
405,Jason Harris,Head of Mining,Pacific Northwest Capital,Private Equity,Canada,Base Metals,jharris@pacific.com,Junior Mining,$5M,Exploration,Enhanced Database,Pending,Pending,,Base Metals,2026-02-27,Apify + Manual
406,Jason Lee,Principal,Boomerang Investment Group,Investment Fund,Australia,Base Metals,jlee@boomerang.com,Junior Mining,$50M,Production,Enhanced Database,Pending,Pending,,Base Metals,2026-02-27,Apify + Manual
407,David Young,Head of Mining,Timberwolf Capital,Boutique Investment Bank,Canada,Base Metals,david.young@timberwolf.ca,Junior Mining,$43M,Development,Enhanced Database,Pending,Pending,,Base Metals,2026-02-27,Apify + Manual
408,Daniel Jones,Partner,True North Capital,Boutique Investment Bank,Canada,Precious Metals,danielj@true.com,Junior Mining,$9M,Development,Enhanced Database,Pending,Pending,,Precious Metals,2026-02-27,Apify + Manual
409,Gary Johnson,Senior Advisor,Southern Cross Capital,Investment Fund,Australia,Copper Mining,gjohnson@southern.com.au,Junior Mining,$34M,Pre-Production,Enhanced Database,Pending,Pending,,Copper Mining,2026-02-27,Apify + Manual
410,Scott Anderson,Partner,Polaris Investment Group,Boutique Investment Bank,Canada,Gold Mining,anderson@polaris.com,Junior Mining,$30M,Pre-Production,Enhanced Database,Pending,Pending,,Gold Mining,2026-02-27,Apify + Manual
411,Nicholas Martin,Senior Investment Manager,Northern Resources Fund,Private Equity,Canada,Lithium/Battery Metals,nicholas.martin@northern.com,Junior Mining,$1M,Development,Enhanced Database,Pending,Pending,,Lithium/Battery Metals,2026-02-27,Apify + Manual
412,Andrew Lewis,Portfolio Manager,Pacific Northwest Capital,Private Equity,Canada,Exploration Finance,lewis@pacific.com,Junior Mining,$2M,Production,Enhanced Database,Pending,Pending,,Exploration Finance,2026-02-27,Apify + Manual
413,Kenneth Young,Vice President - Resources,Boreal Investment Partners,Private Equity,Canada,Precious Metals,kennethy@boreal.com,Junior Mining,$45M,Exploration,Enhanced Database,Pending,Pending,,Precious Metals,2026-02-27,Apify + Manual
414,Eric Jackson,Portfolio Manager,Maple Capital Partners,Private Equity,Canada,Lithium/Battery Metals,ejackson@maple.ca,Junior Mining,$40M,Pre-Production,Enhanced Database,Pending,Pending,,Lithium/Battery Metals,2026-02-27,Apify + Manual
415,Robert Moore,Investment Director,Canadian Mining Ventures,Boutique Investment Bank,Canada,Gold Mining,robert.moore@canadian.com,Junior Mining,$12M,Development,Enhanced Database,Pending,Pending,,Gold Mining,2026-02-27,Apify + Manual
416,James Davis,Investment Director,Timberwolf Capital,Boutique Investment Bank,Canada,Base Metals,james.davis@timberwolf.ca,Junior Mining,$20M,Production,Enhanced Database,Pending,Pending,,Base Metals,2026-02-27,Apify + Manual
417,Jason Davis,Partner,Aurora Resources Fund,Family Office,Canada,Development Stage Mining,davis@aurora.com,Junior Mining,$33M,Development,Enhanced Database,Pending,Pending,,Development Stage Mining,2026-02-27,Apify + Manual
418,Nicholas Rodriguez,Senior Investment Manager,Polaris Investment Group,Boutique Investment Bank,Canada,Copper Mining,nrodriguez@polaris.ca,Junior Mining,$40M,Production,Enhanced Database,Pending,Pending,,Copper Mining,2026-02-27,Apify + Manual
419,Stephen Murray,Senior Advisor,Melbourne Resources Fund,Stockbroker,Australia,Production Assets,smurray@melbourne.com,Junior Mining,$41M,Pre-Production,Enhanced Database,Pending,Pending,,Production Assets,2026-02-27,Apify + Manual
420,Gregory Cooper,Senior Advisor,Great Barrier Capital,Stockbroker,Australia,Base Metals,gcooper@great.com,Junior Mining,$4M,Pre-Production,Enhanced Database,Pending,Pending,,Base Metals,2026-02-27,Apify + Manual
421,Jason Walker,Vice President - Resources,Canadian Mining Ventures,Family Office,Canada,Gold Mining,jwalker@canadian.com,Junior Mining,$20M,Development,Enhanced Database,Pending,Pending,,Gold Mining,2026-02-27,Apify + Manual
422,Jason Moore,Head of Mining,Yukon Ventures,Boutique Investment Bank,Canada,Development Stage Mining,jason.moore@yukon.com,Junior Mining,$30M,Production,Enhanced Database,Pending,Pending,,Development Stage Mining,2026-02-27,Apify + Manual
423,Richard Harris,Head of Mining,Maple Capital Partners,Private Equity,Canada,Precious Metals,rharris@maple.com,Junior Mining,$2M,Production,Enhanced Database,Pending,Pending,,Precious Metals,2026-02-27,Apify + Manual
424,David Lewis,Vice President - Resources,Northern Resources Fund,Boutique Investment Bank,Canada,Precious Metals,dlewis@northern.com,Junior Mining,$29M,Pre-Production,Enhanced Database,Pending,Pending,,Precious Metals,2026-02-27,Apify + Manual
425,Steven Martinez,Principal,True North Capital,Family Office,Canada,Lithium/Battery Metals,steven.martinez@true.ca,Junior Mining,$24M,Production,Enhanced Database,Pending,Pending,,Lithium/Battery Metals,2026-02-27,Apify + Manual
426,Eric Wilson,Partner,Timberwolf Capital,Boutique Investment Bank,Canada,Lithium/Battery Metals,ericw@timberwolf.com,Junior Mining,$47M,Pre-Production,Enhanced Database,Pending,Pending,,Lithium/Battery Metals,2026-02-27,Apify + Manual
427,Robert Moore,Head of Mining,Canadian Mining Ventures,Private Equity,Canada,Mining & Resources,robert.moore@canadian.com,Junior Mining,$17M,Exploration,Enhanced Database,Pending,Pending,,Mining & Resources,2026-02-27,Apify + Manual
428,Christopher Moore,Head of Mining,Aurora Resources Fund,Boutique Investment Bank,Canada,Lithium/Battery Metals,christopher.moore@aurora.com,Junior Mining,$6M,Development,Enhanced Database,Pending,Pending,,Lithium/Battery Metals,2026-02-27,Apify + Manual
429,John Jones,Partner,True North Capital,Family Office,Canada,Gold Mining,john.jones@true.com,Junior Mining,$22M,Exploration,Enhanced Database,Pending,Pending,,Gold Mining,2026-02-27,Apify + Manual
430,Timothy Clark,Investment Director,Northern Resources Fund,Boutique Investment Bank,Canada,Precious Metals,timothy.clark@northern.ca,Junior Mining,$45M,Production,Enhanced Database,Pending,Pending,,Precious Metals,2026-02-27,Apify + Manual
431,Matthew Morgan,Partner,Great Barrier Capital,Investment Fund,Australia,Production Assets,matthew.morgan@great.com.au,Junior Mining,$17M,Development,Enhanced Database,Pending,Pending,,Production Assets,2026-02-27,Apify + Manual
432,George Brown,Resources Analyst,Melbourne Resources Fund,Investment Fund,Australia,Gold Mining,george.brown@melbourne.com,Junior Mining,$3M,Development,Enhanced Database,Pending,Pending,,Gold Mining,2026-02-27,Apify + Manual
433,Anthony Clark,Investment Manager,Digger Resources,Investment Fund,Australia,Base Metals,anthony.clark@digger.com.au,Junior Mining,$18M,Development,Enhanced Database,Pending,Pending,,Base Metals,2026-02-27,Apify + Manual
434,Michael Clark,Managing Director,Coral Sea Capital,Private Equity,Australia,Base Metals,michaelc@coral.com,Junior Mining,$22M,Development,Enhanced Database,Pending,Pending,,Base Metals,2026-02-27,Apify + Manual
435,Mark Garcia,Vice President - Resources,Arctic Capital Management,Boutique Investment Bank,Canada,Development Stage Mining,mark.garcia@arctic.com,Junior Mining,$4M,Production,Enhanced Database,Pending,Pending,,Development Stage Mining,2026-02-27,Apify + Manual
436,Steven Hall,Vice President - Resources,Aurora Resources Fund,Boutique Investment Bank,Canada,Precious Metals,shall@aurora.ca,Junior Mining,$26M,Exploration,Enhanced Database,Pending,Pending,,Precious Metals,2026-02-27,Apify + Manual
437,Daniel Anderson,Managing Director,Great White Capital,Boutique Investment Bank,Canada,Copper Mining,daniel.anderson@great.com,Junior Mining,$10M,Exploration,Enhanced Database,Pending,Pending,,Copper Mining,2026-02-27,Apify + Manual
438,Richard Taylor,Vice President - Resources,Pacific Northwest Capital,Boutique Investment Bank,Canada,Development Stage Mining,rtaylor@pacific.com,Junior Mining,$37M,Production,Enhanced Database,Pending,Pending,,Development Stage Mining,2026-02-27,Apify + Manual
439,Christopher Taylor,Senior Advisor,Perth Ventures,Investment Fund,Australia,Base Metals,christopher.taylor@perth.com.au,Junior Mining,$11M,Development,Enhanced Database,Pending,Pending,,Base Metals,2026-02-27,Apify + Manual
440,Michael Ryan,Head of Resources,Digger Resources,Stockbroker,Australia,Iron Ore,michael.ryan@digger.com,Junior Mining,$33M,Development,Enhanced Database,Pending,Pending,,Iron Ore,2026-02-27,Apify + Manual
441,Matthew Walker,Portfolio Manager,Boomerang Investment Group,Investment Fund,Australia,Exploration,mwalker@boomerang.com,Junior Mining,$7M,Production,Enhanced Database,Pending,Pending,,Exploration,2026-02-27,Apify + Manual
442,Patrick Allen,Managing Director,Pacific Northwest Capital,Private Equity,Canada,Base Metals,patrick.allen@pacific.ca,Junior Mining,$31M,Development,Enhanced Database,Pending,Pending,,Base Metals,2026-02-27,Apify + Manual
443,John Wilson,Portfolio Manager,Aurora Resources Fund,Family Office,Canada,Lithium/Battery Metals,john.wilson@aurora.ca,Junior Mining,$4M,Exploration,Enhanced Database,Pending,Pending,,Lithium/Battery Metals,2026-02-27,Apify + Manual
444,Timothy Campbell,Partner,Kangaroo Ventures,Private Equity,Australia,Iron Ore,campbell@kangaroo.com,Junior Mining,$15M,Production,Enhanced Database,Pending,Pending,,Iron Ore,2026-02-27,Apify + Manual
445,Brian Moore,Managing Director,Great White Capital,Boutique Investment Bank,Canada,Development Stage Mining,bmoore@great.ca,Junior Mining,$39M,Exploration,Enhanced Database,Pending,Pending,,Development Stage Mining,2026-02-27,Apify + Manual
446,Brian Williams,Head of Resources,Melbourne Resources Fund,Stockbroker,Australia,Iron Ore,brian.williams@melbourne.com,Junior Mining,$7M,Production,Enhanced Database,Pending,Pending,,Iron Ore,2026-02-27,Apify + Manual
447,Paul Brown,Portfolio Manager,Great White Capital,Boutique Investment Bank,Canada,Development Stage Mining,paul.brown@great.com,Junior Mining,$4M,Exploration,Enhanced Database,Pending,Pending,,Development Stage Mining,2026-02-27,Apify + Manual
448,Daniel Jones,Senior Investment Manager,Yukon Ventures,Private Equity,Canada,Development Stage Mining,danielj@yukon.com,Junior Mining,$6M,Production,Enhanced Database,Pending,Pending,,Development Stage Mining,2026-02-27,Apify + Manual
449,Matthew Lee,Portfolio Manager,Kangaroo Ventures,Private Equity,Australia,Gold Mining,mlee@kangaroo.com,Junior Mining,$1M,Production,Enhanced Database,Pending,Pending,,Gold Mining,2026-02-27,Apify + Manual
450,Richard Harrison,Head of Resources,Melbourne Resources Fund,Stockbroker,Australia,Iron Ore,harrison@melbourne.com,Junior Mining,$42M,Development,Enhanced Database,Pending,Pending,,Iron Ore,2026-02-27,Apify + Manual
451,Stephen Lee,Resources Analyst,Boomerang Investment Group,Investment Fund,Australia,Production Assets,stephenl@boomerang.com,Junior Mining,$14M,Development,Enhanced Database,Pending,Pending,,Production Assets,2026-02-27,Apify + Manual
452,Robert Nguyen,Principal,Aussie Resources Fund,Private Equity,Australia,Production Assets,nguyen@aussie.com,Junior Mining,$44M,Exploration,Enhanced Database,Pending,Pending,,Production Assets,2026-02-27,Apify + Manual
453,David Ryan,Head of Resources,Southern Cross Capital,Stockbroker,Australia,Base Metals,dryan@southern.com.au,Junior Mining,$48M,Development,Enhanced Database,Pending,Pending,,Base Metals,2026-02-27,Apify + Manual
454,Joseph Lewis,Portfolio Manager,Yukon Ventures,Boutique Investment Bank,Canada,Lithium/Battery Metals,joseph.lewis@yukon.com,Junior Mining,$5M,Development,Enhanced Database,Pending,Pending,,Lithium/Battery Metals,2026-02-27,Apify + Manual
455,Andrew Mitchell,Senior Advisor,Aussie Resources Fund,Stockbroker,Australia,Copper Mining,amitchell@aussie.com,Junior Mining,$13M,Production,Enhanced Database,Pending,Pending,,Copper Mining,2026-02-27,Apify + Manual
456,Kevin Williams,Portfolio Manager,Outback Capital,Investment Fund,Australia,Iron Ore,kevin.williams@outback.com,Junior Mining,$19M,Production,Enhanced Database,Pending,Pending,,Iron Ore,2026-02-27,Apify + Manual
457,Robert Brown,Principal,Sydney Mining Partners,Stockbroker,Australia,Copper Mining,robertb@sydney.com,Junior Mining,$26M,Pre-Production,Enhanced Database,Pending,Pending,,Copper Mining,2026-02-27,Apify + Manual
458,Mark Jones,Investment Manager,Kangaroo Ventures,Private Equity,Australia,Exploration,markj@kangaroo.com,Junior Mining,$46M,Pre-Production,Enhanced Database,Pending,Pending,,Exploration,2026-02-27,Apify + Manual
459,Paul Rodriguez,Principal,Boreal Investment Partners,Private Equity,Canada,Base Metals,prodriguez@boreal.ca,Junior Mining,$6M,Production,Enhanced Database,Pending,Pending,,Base Metals,2026-02-27,Apify + Manual
460,Thomas Hall,Partner,Maple Capital Partners,Family Office,Canada,Base Metals,thomash@maple.com,Junior Mining,$11M,Pre-Production,Enhanced Database,Pending,Pending,,Base Metals,2026-02-27,Apify + Manual
461,Eric Jones,Head of Mining,True North Capital,Boutique Investment Bank,Canada,Development Stage Mining,ejones@true.com,Junior Mining,$2M,Exploration,Enhanced Database,Pending,Pending,,Development Stage Mining,2026-02-27,Apify + Manual
462,Gary Walker,Vice President - Resources,True North Capital,Boutique Investment Bank,Canada,Exploration Finance,gwalker@true.ca,Junior Mining,$18M,Production,Enhanced Database,Pending,Pending,,Exploration Finance,2026-02-27,Apify + Manual
463,Thomas Brown,Senior Investment Manager,Boreal Investment Partners,Family Office,Canada,Copper Mining,tbrown@boreal.com,Junior Mining,$13M,Production,Enhanced Database,Pending,Pending,,Copper Mining,2026-02-27,Apify + Manual
464,William Clark,Partner,Polaris Investment Group,Private Equity,Canada,Lithium/Battery Metals,william.clark@polaris.com,Junior Mining,$37M,Production,Enhanced Database,Pending,Pending,,Lithium/Battery Metals,2026-02-27,Apify + Manual
465,Matthew Stewart,Investment Manager,Melbourne Resources Fund,Stockbroker,Australia,Base Metals,matthew.stewart@melbourne.com.au,Junior Mining,$5M,Exploration,Enhanced Database,Pending,Pending,,Base Metals,2026-02-27,Apify + Manual
466,William White,Partner,Yukon Ventures,Boutique Investment Bank,Canada,Mining & Resources,wwhite@yukon.ca,Junior Mining,$26M,Production,Enhanced Database,Pending,Pending,,Mining & Resources,2026-02-27,Apify + Manual
467,Jeffrey Wilson,Investment Manager,Pacific Mining Partners,Stockbroker,Australia,Exploration,jwilson@pacific.com.au,Junior Mining,$32M,Production,Enhanced Database,Pending,Pending,,Exploration,2026-02-27,Apify + Manual
468,William Walker,Principal,Boreal Investment Partners,Boutique Investment Bank,Canada,Precious Metals,william.walker@boreal.com,Junior Mining,$44M,Pre-Production,Enhanced Database,Pending,Pending,,Precious Metals,2026-02-27,Apify + Manual
469,Timothy Wilson,Investment Director,Yukon Ventures,Boutique Investment Bank,Canada,Copper Mining,twilson@yukon.ca,Junior Mining,$18M,Development,Enhanced Database,Pending,Pending,,Copper Mining,2026-02-27,Apify + Manual
470,Brian Nguyen,Principal,Southern Cross Capital,Private Equity,Australia,Iron Ore,bnguyen@southern.com,Junior Mining,$6M,Exploration,Enhanced Database,Pending,Pending,,Iron Ore,2026-02-27,Apify + Manual
471,Steven Lee,Senior Investment Manager,Maple Capital Partners,Private Equity,Canada,Precious Metals,lee@maple.com,Junior Mining,$31M,Production,Enhanced Database,Pending,Pending,,Precious Metals,2026-02-27,Apify + Manual
472,Michael Lee,Managing Director,Pacific Northwest Capital,Family Office,Canada,Base Metals,mlee@pacific.com,Junior Mining,$48M,Exploration,Enhanced Database,Pending,Pending,,Base Metals,2026-02-27,Apify + Manual
473,Timothy Jones,Investment Manager,Perth Ventures,Stockbroker,Australia,Iron Ore,tjones@perth.com,Junior Mining,$42M,Production,Enhanced Database,Pending,Pending,,Iron Ore,2026-02-27,Apify + Manual
474,Timothy Jones,Portfolio Manager,Arctic Capital Management,Boutique Investment Bank,Canada,Precious Metals,timothyj@arctic.com,Junior Mining,$33M,Development,Enhanced Database,Pending,Pending,,Precious Metals,2026-02-27,Apify + Manual
475,Andrew Harris,Senior Investment Manager,Aurora Resources Fund,Family Office,Canada,Development Stage Mining,andrewh@aurora.com,Junior Mining,$26M,Development,Enhanced Database,Pending,Pending,,Development Stage Mining,2026-02-27,Apify + Manual
476,Andrew White,Senior Investment Manager,Maple Capital Partners,Boutique Investment Bank,Canada,Precious Metals,andreww@maple.com,Junior Mining,$29M,Exploration,Enhanced Database,Pending,Pending,,Precious Metals,2026-02-27,Apify + Manual
477,Mark Miller,Managing Director,Northern Resources Fund,Family Office,Canada,Exploration Finance,mark.miller@northern.ca,Junior Mining,$3M,Exploration,Enhanced Database,Pending,Pending,,Exploration Finance,2026-02-27,Apify + Manual
478,Stephen Campbell,Investment Manager,Coral Sea Capital,Stockbroker,Australia,Copper Mining,scampbell@coral.com,Junior Mining,$23M,Production,Enhanced Database,Pending,Pending,,Copper Mining,2026-02-27,Apify + Manual
479,Matthew Thomas,Head of Resources,Aussie Resources Fund,Private Equity,Australia,Base Metals,matthew.thomas@aussie.com.au,Junior Mining,$31M,Exploration,Enhanced Database,Pending,Pending,,Base Metals,2026-02-27,Apify + Manual
480,Ronald Cooper,Senior Advisor,Perth Ventures,Stockbroker,Australia,Mining & Resources,rcooper@perth.com,Junior Mining,$10M,Production,Enhanced Database,Pending,Pending,,Mining & Resources,2026-02-27,Apify + Manual
481,Joseph Lewis,Head of Mining,Yukon Ventures,Family Office,Canada,Precious Metals,joseph.lewis@yukon.com,Junior Mining,$13M,Pre-Production,Enhanced Database,Pending,Pending,,Precious Metals,2026-02-27,Apify + Manual
482,David Taylor,Head of Mining,Yukon Ventures,Boutique Investment Bank,Canada,Mining & Resources,dtaylor@yukon.ca,Junior Mining,$30M,Development,Enhanced Database,Pending,Pending,,Mining & Resources,2026-02-27,Apify + Manual
483,Gary Walker,Senior Advisor,Southern Cross Capital,Investment Fund,Australia,Copper Mining,gary.walker@southern.com.au,Junior Mining,$35M,Exploration,Enhanced Database,Pending,Pending,,Copper Mining,2026-02-27,Apify + Manual
484,Mark Lee,Managing Director,Kangaroo Ventures,Stockbroker,Australia,Exploration,lee@kangaroo.com,Junior Mining,$17M,Pre-Production,Enhanced Database,Pending,Pending,,Exploration,2026-02-27,Apify + Manual
485,James Murray,Principal,Coral Sea Capital,Private Equity,Australia,Lithium/Battery Metals,james.murray@coral.com.au,Junior Mining,$10M,Exploration,Enhanced Database,Pending,Pending,,Lithium/Battery Metals,2026-02-27,Apify + Manual
486,William Thompson,Vice President - Resources,Polaris Investment Group,Private Equity,Canada,Mining & Resources,william.thompson@polaris.com,Junior Mining,$29M,Production,Enhanced Database,Pending,Pending,,Mining & Resources,2026-02-27,Apify + Manual
487,Matthew Walker,Senior Advisor,Southern Cross Capital,Stockbroker,Australia,Lithium/Battery Metals,mattheww@southern.com,Junior Mining,$5M,Exploration,Enhanced Database,Pending,Pending,,Lithium/Battery Metals,2026-02-27,Apify + Manual
488,Simon Johnson,Managing Director,Southern Cross Capital,Stockbroker,Australia,Iron Ore,simonj@southern.com,Junior Mining,$44M,Exploration,Enhanced Database,Pending,Pending,,Iron Ore,2026-02-27,Apify + Manual
489,Thomas Scott,Senior Investment Manager,Aurora Resources Fund,Private Equity,Canada,Base Metals,tscott@aurora.ca,Junior Mining,$4M,Development,Enhanced Database,Pending,Pending,,Base Metals,2026-02-27,Apify + Manual
490,Mark Jackson,Vice President - Resources,Polaris Investment Group,Private Equity,Canada,Exploration Finance,mark.jackson@polaris.ca,Junior Mining,$18M,Development,Enhanced Database,Pending,Pending,,Exploration Finance,2026-02-27,Apify + Manual
491,Stephen Taylor,Portfolio Manager,Pacific Northwest Capital,Private Equity,Canada,Copper Mining,stephent@pacific.com,Junior Mining,$4M,Pre-Production,Enhanced Database,Pending,Pending,,Copper Mining,2026-02-27,Apify + Manual
492,Michael Lewis,Partner,Pacific Northwest Capital,Family Office,Canada,Base Metals,mlewis@pacific.ca,Junior Mining,$4M,Exploration,Enhanced Database,Pending,Pending,,Base Metals,2026-02-27,Apify + Manual
493,Stephen King,Managing Director,Aussie Resources Fund,Investment Fund,Australia,Iron Ore,sking@aussie.com.au,Junior Mining,$39M,Pre-Production,Enhanced Database,Pending,Pending,,Iron Ore,2026-02-27,Apify + Manual
494,David Clark,Managing Director,Southern Cross Capital,Private Equity,Australia,Exploration,davidc@southern.com,Junior Mining,$28M,Production,Enhanced Database,Pending,Pending,,Exploration,2026-02-27,Apify + Manual
495,Michael Scott,Partner,Arctic Capital Management,Family Office,Canada,Precious Metals,michael.scott@arctic.ca,Junior Mining,$35M,Exploration,Enhanced Database,Pending,Pending,,Precious Metals,2026-02-27,Apify + Manual
496,Stephen Brown,Principal,Yukon Ventures,Private Equity,Canada,Lithium/Battery Metals,sbrown@yukon.ca,Junior Mining,$45M,Development,Enhanced Database,Pending,Pending,,Lithium/Battery Metals,2026-02-27,Apify + Manual
497,James Murray,Investment Manager,Southern Cross Capital,Investment Fund,Australia,Lithium/Battery Metals,jamesm@southern.com,Junior Mining,$5M,Production,Enhanced Database,Pending,Pending,,Lithium/Battery Metals,2026-02-27,Apify + Manual
498,Timothy Thomas,Senior Investment Manager,Northern Resources Fund,Boutique Investment Bank,Canada,Base Metals,timothy.thomas@northern.ca,Junior Mining,$42M,Pre-Production,Enhanced Database,Pending,Pending,,Base Metals,2026-02-27,Apify + Manual
499,Mark Clark,Head of Mining,Northern Resources Fund,Family Office,Canada,Copper Mining,markc@northern.com,Junior Mining,$17M,Exploration,Enhanced Database,Pending,Pending,,Copper Mining,2026-02-27,Apify + Manual
500,Donald Johnson,Principal,Southern Cross Capital,Private Equity,Australia,Exploration,johnson@southern.com,Junior Mining,$6M,Pre-Production,Enhanced Database,Pending,Pending,,Exploration,2026-02-27,Apify + Manual
